Unnamed: 0.1,dj,location,timestamp,song,timestamp_end,video_name,audio_path,bpm,energy,danceability,key,scale,loudness,pct_Positive,pct_Neutral,pct_Negative,face_count,reward,avg_motion_energy,peak_motion_energy
100,Yung Singh,Melbourne,1634,Rebound X - Rhythm N Gash (Pj Bridger Refix),1701.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",142.07931518554688,19425.935546875,1.1736785173416138,C,minor,746.820068359375,0.0,0.0,0.0,0.0,0.05476827524740427,2.955426028175723,23.71367645263672
101,Chase & Status,London,1640,Chase & Status - ID,1815.0,"Chase & Status  Boiler Room London - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Chase & Status  Boiler Room London - Boiler Room (720p, h264).mp3",172.2655029296875,1092289.125,1.384016513824463,F,minor,11109.2900390625,0.0,0.0,0.0,0.0,0.16186635455976847,7.615594947446971,49.10313034057617
102,Peggy Gou,Amsterdam,1652,Adonis ft. M. C. Kodak - H.O.U.S.E. (Acid Mix) [Black Market Records 1988],1999.0,"Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube).mp3",125.04217529296876,326193.0625,2.52933120727539,A,minor,4943.42724609375,0.0,0.0,0.0,0.0,0.08853248759818903,4.424611414048804,55.66498565673828
103,Felix Da Housecat,Circus,1665,LF System - Be My Babe,1860.0,"Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube).mp3",123.7334442138672,174693.25,1.4333243370056152,C#,minor,3253.307373046875,0.5106382978723404,0.3617021276595745,0.1276595744680851,47.0,0.4091746469666343,1.7121545696401432,32.715736389160156
104,Yaeji,New_York,1682,Kerosene - Crystal Castles,2207.0,"Yaeji  Boiler Room New York - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yaeji  Boiler Room New York - Boiler Room (720p, h264).mp3",134.45285034179688,346763.3125,1.57820463180542,G,minor,5150.1787109375,0.5609756097560976,0.2926829268292683,0.1463414634146341,41.0,0.5645506911096178,7.095621736539406,46.299808502197266
105,Estella Boersma,Berlin,1695,6 Sense x Olly Lishman - HEAVYHITTAS,1920.0,"Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube).mp3",142.12881469726562,199495.34375,1.0444331169128418,A,minor,3555.945068359375,0.0,0.0,0.0,0.0,0.07607590046980041,3.882586752648464,44.037960052490234
106,Yung Singh,Melbourne,1701,Silver - Sisters Dub,1770.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",141.99417114257812,26947.55859375,1.3885668516159058,F,minor,929.9253540039062,0.0,0.0,0.0,0.0,0.08020858566192035,4.062412676783655,25.628202438354492
107,Yung Singh,Melbourne,1770,Smokey Bubblin’ B - Meet Her At The Garage Tent,1900.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",141.99594116210938,41877.2734375,0.9826419353485109,F#,minor,1249.4693603515625,0.4838709677419355,0.2580645161290322,0.2580645161290322,31.0,0.28903256481260503,3.3234527360550636,36.78703308105469
108,MInanokimochi,Tokyo,1777,Jam & Spoon - Stella’s Cry (Push - Tribute To Markus Remix),1911.0,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",135.09542846679688,232159.875,1.2532296180725098,D,major,3936.202880859375,0.3902439024390244,0.2926829268292683,0.3170731707317073,41.0,0.20171916939296092,6.165829259130532,50.0774040222168
109,AZYR,Teletech,1783,Prax - 1995,1908.0,"AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264).mp3",156.49612426757812,104881.359375,0.9142543077468872,C,minor,2311.36181640625,0.5555555555555556,0.1666666666666666,0.2777777777777778,18.0,0.39613904695002666,5.722554025939479,31.312576293945312
110,Marlon Hoffstadt,Melbourne,1807,Vizionn - Run,2038.0,"Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264).mp3",151.18408203125,329643.375,1.009253978729248,Ab,major,4978.400390625,0.6875,0.15625,0.15625,32.0,0.6380186948419386,5.218125235663154,49.00407028198242
111,Chase & Status,London,1815,Chase & Status ft. Takura - No Problem w/ Rusko & Mozey - Hands In The Air (VIP) w/ Chase & Status ft. Takura - No Problem (VIP),2005.0,"Chase & Status  Boiler Room London - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Chase & Status  Boiler Room London - Boiler Room (720p, h264).mp3",87.03952026367188,1092472.75,1.068424105644226,F,minor,11110.541015625,0.3333333333333333,0.1666666666666666,0.5,6.0,-0.047324787088325077,5.765223419879388,43.241092681884766
112,Felix Da Housecat,Circus,1860,Discotronic - Around7,2021.0,"Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube).mp3",124.4225082397461,219416.828125,1.3848520517349243,Eb,minor,3790.102294921875,0.0,0.0,0.0,0.0,0.06563214711762069,3.4281467189442925,53.367095947265625
113,Fred Again..,London,1894,Fred again.. & Romy - Strong,2084.0,Fred again.. ｜ Boiler Room： London,/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Fred again.. ｜ Boiler Room： London.mp3,133.96656799316406,620725.125,1.232448935508728,E,major,7607.51220703125,0.3333333333333333,0.1666666666666666,0.5,30.0,-0.02700650658474396,6.649334693431353,45.41478729248047
114,Yung Singh,Melbourne,1900,T2 feat. Jodie Aysha - Heartbroken,2108.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",143.56190490722656,83981.234375,1.414456129074097,E,minor,1991.600341796875,0.4133202742409402,0.4250734573947111,0.1616062683643487,1021.0,0.33751989698337953,4.3059687613868345,30.36764907836914
115,AZYR,Teletech,1908,Fiisher - Just a dream,2090.0,"AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264).mp3",161.59136962890625,165661.59375,1.0181007385253906,F,major,3139.6318359375,0.4397394136807817,0.3674267100977199,0.1928338762214983,1535.0,0.3609359296041269,5.534104161610587,40.04998016357422
116,MInanokimochi,Tokyo,1911,Nathan Micay - Ecstasy Is On Maple Mountain,1969.0,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",135.3677215576172,143566.390625,1.2646949291229248,G,major,2852.498779296875,0.4265129682997118,0.3852065321805956,0.1882804995196926,1041.0,0.41551368204590683,8.286343161592779,43.50687789916992
117,Estella Boersma,Berlin,1920,Lomax - Gary Beck,2079.0,"Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube).mp3",142.68798828125,120526.71875,0.9401811957359314,C,major,2537.03173828125,0.4302019315188762,0.3968393327480246,0.1729587357330992,1139.0,0.32467327159982956,3.5063801614483396,36.83821868896485
118,MInanokimochi,Tokyo,1969,Underworld - Rez,2130.0,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",135.4010772705078,321267.375,1.3769540786743164,G,major,4893.28759765625,0.3871794871794872,0.4085470085470085,0.2042735042735042,1170.0,0.31775725744636873,6.440085199127718,46.29181671142578
119,Peggy Gou,Amsterdam,1999,Alphonse Mouzon with Mouzon's Electric Band - Disco Jungle [Metronome 1979],2140.0,"Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube).mp3",124.79556274414062,31408.697265625,1.589326024055481,F#,minor,1030.44189453125,0.4745166959578207,0.3374340949033392,0.18804920913884,569.0,0.4329724225512737,6.947172067827274,32.300025939941406
120,Chase & Status,London,2005,ATMOS - Hold You,2030.0,"Chase & Status  Boiler Room London - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Chase & Status  Boiler Room London - Boiler Room (720p, h264).mp3",87.19273376464844,201091.03125,0.944588840007782,C,major,3574.9765625,0.4189189189189189,0.4012474012474012,0.1798336798336798,962.0,0.37390606376425706,6.4387602314116466,15.391356468200684
121,Felix Da Housecat,Circus,2021,Loleatta Holloway - Catch Me On The Rebound (Walter Gibbons 12'' Mix),2160.0,"Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube).mp3",124.48439025878906,255546.203125,1.0824483633041382,C#,minor,4197.63427734375,0.4061085972850679,0.420814479638009,0.173076923076923,884.0,0.2872312223141878,2.9306789499392614,27.461082458496097
122,Chase & Status,London,2030,Chase & Status ft. Masicka - Weed & Rum (VIP),2300.0,"Chase & Status  Boiler Room London - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Chase & Status  Boiler Room London - Boiler Room (720p, h264).mp3",172.26559448242188,1628936.5,1.1875534057617188,A,minor,14520.3095703125,0.4221824686940966,0.4016100178890877,0.1762075134168157,1118.0,0.404892383525308,7.487278036150025,48.77010726928711
123,Marlon Hoffstadt,Melbourne,2038,Luciana - I Like That (Marlon Hoffstadt Edit),2306.0,"Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264).mp3",152.01470947265625,348775.71875,1.0416440963745115,A,major,5170.18505859375,0.4652087475149105,0.4095427435387674,0.125248508946322,503.0,0.4134277723746587,3.769088645731665,53.3959846496582
124,Estella Boersma,Berlin,2079,FJAAK  - Redemption,2340.0,"Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube).mp3",142.33767700195312,198290.15625,0.9679874181747437,A,minor,3541.53759765625,0.4134165366614664,0.3884555382215288,0.1981279251170047,1282.0,0.27573573552394337,3.2025303135969736,44.94408416748047
125,Fred Again..,London,2084,Fred again.. & Swedish House Mafia ft. Future - Turn On The Lights Again..,2349.0,Fred again.. ｜ Boiler Room： London,/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Fred again.. ｜ Boiler Room： London.mp3,132.72564697265625,770606.0,1.100029230117798,F#,minor,8793.82421875,0.5,0.3531390134529148,0.1468609865470852,892.0,0.4810719329055456,6.139046155669211,54.953121185302734
126,AZYR,Teletech,2090,Alex Farell - Jungle boy,2235.0,"AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264).mp3",161.74925231933594,119877.5,0.9912108182907104,F,minor,2527.86767578125,0.4655414908579465,0.3755274261603376,0.1589310829817159,711.0,0.43653073769052364,6.225524531908272,39.91574478149414
127,Yung Singh,Melbourne,2108,Sk*n On Sk*n - B*rn D*m Br*dg*s [this line triggers YouTube's spam filter for some reason],2260.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",144.86801147460938,54413.45703125,1.590898871421814,E,minor,1489.09814453125,0.4522785898538263,0.4049871023215821,0.1427343078245915,1163.0,0.46194896476266906,7.203888320656549,34.78813171386719
128,MInanokimochi,Tokyo,2130,Marsh - Lailonie,2280.0,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",135.4269561767578,164447.6875,1.563511610031128,G,major,3124.198974609375,0.476056338028169,0.3868544600938967,0.1370892018779342,1065.0,0.46241794225896016,5.944015531104986,58.34796905517578
129,Peggy Gou,Amsterdam,2140,Stopp - I'm Hungry (Caramba Mix) [Discomagic Records 1983],2412.0,"Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube).mp3",125.28734588623048,220343.84375,1.4286056756973269,Eb,minor,3800.823486328125,0.4717784877529286,0.4270500532481363,0.101171458998935,939.0,0.5142947560267335,6.824586607970183,46.10269546508789
130,Felix Da Housecat,Circus,2160,Chuck Robert's  My House Vocal Mixed with 8Bar Loop From the Beggining of the  Next Track,2290.0,"Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube).mp3",124.36901092529295,58113.5234375,1.3801374435424805,D,minor,1556.201416015625,0.443312101910828,0.3719745222929936,0.1847133757961783,785.0,0.3256205952789062,3.4886178266405294,33.41814041137695
131,AZYR,Teletech,2235,Bollman - Rampage (Creeds edit),2349.0,"AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264).mp3",161.52230834960938,102165.1484375,0.9062894582748412,F,minor,2271.082763671875,0.4661157024793388,0.3801652892561983,0.1537190082644628,1210.0,0.37064981268950514,3.1070623432274664,69.49590301513672
132,Yung Singh,Melbourne,2260,"Vengaboys - Boom, Boom, Boom, Boom!! (ID edit)",2360.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",73.5069351196289,13837.091796875,1.5353779792785645,E,major,594.9768676757812,0.4404145077720207,0.3821243523316062,0.177461139896373,772.0,0.42468457721327624,7.609714360532171,32.36627197265625
133,MInanokimochi,Tokyo,2280,Emily Glass - MESOGLEA TRANCER WIP☆,2386.0,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",135.38485717773438,164885.765625,2.2539234161376953,F,major,3129.772705078125,0.4462567115793739,0.3851686759193597,0.1685746125012663,39484.0,0.37784366628676697,4.930628662055495,37.7032356262207
134,Felix Da Housecat,Circus,2290,Gene Farris & Cajmere - Sauer's (Original Mix),2520.0,"Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube).mp3",124.9686050415039,198654.859375,1.2065976858139038,D,minor,3545.900634765625,0.3506493506493506,0.5064935064935064,0.1428571428571428,77.0,0.26134771628005316,2.902654792729587,34.295127868652344
135,Chase & Status,London,2300,Chase & Status ft. Takura - 2 Ruff,2460.0,"Chase & Status  Boiler Room London - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Chase & Status  Boiler Room London - Boiler Room (720p, h264).mp3",87.43485260009766,1154102.0,1.2675760984420776,F,minor,11526.666015625,0.2363112391930835,0.5734870317002881,0.1902017291066282,347.0,0.20538961986598836,7.503059432152356,37.10586166381836
136,Marlon Hoffstadt,Melbourne,2306,DJ Arne L II vs. DJ Mirko Milano - Cubus (Seven Of Nine),2461.0,"Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264).mp3",151.81654357910156,207484.265625,0.9995824694633484,Bb,major,3650.733642578125,0.2599620493358633,0.5028462998102466,0.2371916508538899,527.0,0.07804364907712669,2.9773990685485074,31.124536514282227
137,Estella Boersma,Berlin,2340,Schall - Thomas Schumacher Remix,2760.0,"Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Estella Boersma  Boiler Room Festival Berlin - Boiler Room (720p, h264, youtube).mp3",142.35519409179688,343646.40625,1.1974769830703735,G,major,5119.1162109375,0.3068459657701711,0.5097799511002445,0.1833740831295843,818.0,0.18273053349080218,3.1508161691981575,51.063133239746094
138,Fred Again..,London,2349,Fred again.. - Jungle,2536.0,Fred again.. ｜ Boiler Room： London,/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Fred again.. ｜ Boiler Room： London.mp3,135.23626708984375,835878.3125,1.0805398225784302,Ab,minor,9286.1552734375,0.2661764705882353,0.5617647058823529,0.1720588235294117,680.0,0.20762909689180936,5.511523375399093,54.187889099121094
139,AZYR,Teletech,2349,Azyr - Direct it to the roof (riot codes remix),2540.0,"AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264).mp3",161.80838012695312,147127.75,0.9699406027793884,D,minor,2899.716064453125,0.2827004219409282,0.540084388185654,0.1772151898734177,237.0,0.17361209231654579,3.5366994088913106,48.30674362182617
140,Yung Singh,Melbourne,2360,Sash! - Encore Une Fois (Future Breeze Edit),2535.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",148.9563751220703,40064.6171875,1.444050908088684,B,minor,1212.9697265625,0.2183406113537118,0.5414847161572053,0.2401746724890829,458.0,0.11245779233450053,6.415743056837827,39.46352005004883
141,MInanokimochi,Tokyo,2386,Team Rockit - Team Rockit (Sun Angels Sommarvisa Edit),2544.0,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",135.4263458251953,157627.9375,1.0499430894851685,C,major,3036.786865234375,0.2262931034482758,0.5452586206896551,0.2284482758620689,464.0,0.09269126522734165,4.699350923262113,39.115238189697266
142,Peggy Gou,Amsterdam,2412,Snowboy - Snowboy's House Of Latin [Urban 1989],2726.0,"Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube).mp3",125.34725189208984,181932.0625,1.341320514678955,F,minor,3343.0224609375,0.2528216704288939,0.5733634311512416,0.1738148984198645,443.0,0.1618088335561093,4.175262839835135,47.00699996948242
143,Chase & Status,London,2460,Chase & Status ft. Irah - Program w/ Adam F - Circles (Pola & Bryson Bootleg),2760.0,"Chase & Status  Boiler Room London - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Chase & Status  Boiler Room London - Boiler Room (720p, h264).mp3",172.2657012939453,1237009.5,0.9957972764968872,G,minor,12075.080078125,0.3210227272727273,0.5426136363636364,0.1363636363636363,352.0,0.3061090943368387,5.856954413600797,37.87474060058594
144,Marlon Hoffstadt,Melbourne,2461,Pegassi - Yoyoyo,2751.0,"Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Marlon Hoffstadt  Boiler Room Melbourne - Boiler Room (720p, h264).mp3",151.98939514160156,379711.8125,1.114113688468933,F#,minor,5473.1123046875,0.304635761589404,0.5761589403973509,0.119205298013245,151.0,0.25280759480382897,3.504076378621536,37.82096481323242
145,Felix Da Housecat,Circus,2520,Tiga - IAMWHATIAM,2735.0,"Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube).mp3",124.88457489013672,356984.21875,1.13913094997406,C#,minor,5251.39794921875,0.32,0.5169230769230769,0.163076923076923,325.0,0.22380688977016466,3.48261056897065,44.60991287231445
146,Yung Singh,Melbourne,2535,DJ Daddy Trance (Marlon Hoffstadt) - Day n Night,2729.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",149.99176025390625,42948.33984375,1.2379789352416992,G,major,1270.791015625,0.2605633802816901,0.5633802816901409,0.176056338028169,426.0,0.17733629128495734,4.611576803281796,50.945655822753906
147,Fred Again..,London,2536,Fred again.. & Romy & HAAi - Lights Out w/ Fred again.. & Romy & HAAi - Lights Out (DnB Edit),2823.0,Fred again.. ｜ Boiler Room： London,/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Fred again.. ｜ Boiler Room： London.mp3,134.4630126953125,962486.5625,1.1973841190338137,D,major,10206.4453125,0.2844036697247706,0.5871559633027523,0.128440366972477,327.0,0.2598260514464765,5.0916785243327904,53.490745544433594
148,AZYR,Teletech,2540,Alex Farell - All night long,2701.0,"AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264).mp3",162.021728515625,136578.6875,1.054553508758545,D,minor,2758.7138671875,0.1694214876033057,0.6074380165289256,0.2231404958677686,242.0,0.05374646874495442,5.2484443844400035,48.79301452636719
149,MInanokimochi,Tokyo,2544,Negative Architecture - Lighter Than Air,2630.0,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",119.90138244628906,87577.6328125,0.8529214859008789,Eb,major,2048.346923828125,0.2085889570552147,0.5797546012269938,0.2116564417177914,326.0,0.045173996255309025,2.67142500526114,52.02165222167969
150,MInanokimochi,Tokyo,2630,INZO - Earth Magic,inf,"Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Minna-no-kimochi (みんなのきもち)  Boiler Room Tokyo Tohji Presents u-ha - Boiler Room (720p, h264).mp3",120.19593048095705,248897.8125,1.0462204217910769,Eb,major,4124.14794921875,0.2339622641509434,0.5679245283018868,0.1981132075471698,530.0,0.14460981961383354,5.304806287478034,68.4365234375
151,AZYR,Teletech,2701,Mahtal - All in this,2924.0,"AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/AZYR  Boiler Room x Teletech Festival 2023 - Boiler Room (720p, h264).mp3",162.04135131835938,143349.015625,1.0614027976989746,A,major,2849.604248046875,0.2011834319526627,0.6074950690335306,0.1913214990138067,507.0,0.11040435499375836,4.947200835231812,46.354061126708984
152,Peggy Gou,Amsterdam,2726,Bad Boy Orchestra - Salsa Time [Smokin’ 1988],2997.0,"Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Peggy Gou  Boiler Room x Dekmantel Festival Amsterdam - Boiler Room (720p, h264, youtube).mp3",125.61385345458984,142242.890625,1.9662657976150513,Eb,major,2834.853271484375,0.1544401544401544,0.637065637065637,0.2084942084942085,259.0,-0.002823931531754073,2.8014700518684754,47.40323638916016
153,Yung Singh,Melbourne,2729,CZETAN - Ik Banere Mashup (Sammy Virji - Blue Roll x Tigerstyle ft. Ms Rajni - Ik Banere),2880.0,"Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Yung Singh  Boiler Room Melbourne - Boiler Room (720p, h264, youtube).mp3",76.67591094970703,23070.794921875,1.3720372915267944,B,minor,838.015380859375,0.21630615640599,0.610648918469218,0.173044925124792,601.0,0.11453169488149856,3.673487320739441,44.25515365600586
154,Felix Da Housecat,Circus,2735,Yazoo - Don't Go,2865.0,"Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube)","/Users/fokia/CentraleSupelec-CV-and-RL-project/audio/Funky Disco & House Mix Inside a Circus  Felix da Housecat - Book Club Radio (720p, h264, youtube).mp3",125.00801849365234,268771.21875,1.2491778135299685,Bb,minor,4341.96728515625,0.1911111111111111,0.6355555555555555,0.1733333333333333,450.0,0.07688453150423738,3.1442066551938135,18.128665924072266
