video_name,timestamp,density_score
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",189.0,19.407955729166666
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",189.5,20.893849826388887
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",190.0,21.83849392361111
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",190.5,22.2237109375
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",191.0,19.44554253472222
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",199.5,18.794809027777777
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",200.0,19.771024305555557
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",200.5,21.22951822916667
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",201.0,20.7102734375
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",201.5,20.70478732638889
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",202.0,19.861809895833332
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",202.5,20.117565104166665
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",203.0,19.19984375
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",203.5,18.765030381944445
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",204.0,19.250316840277776
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",204.5,20.373667534722223
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",205.0,20.852100694444445
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",205.5,19.461475694444445
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",206.0,19.202578125
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",206.5,21.186749131944445
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",207.0,20.386354166666667
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",207.5,19.32484809027778
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",208.0,20.633880208333334
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",213.5,21.86224392361111
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",214.0,22.836375868055555
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",214.5,21.781180555555554
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",215.0,21.09126736111111
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",215.5,22.2175
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",216.0,22.43264322916667
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",216.5,23.3473828125
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",217.0,21.010889756944444
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",217.5,20.417122395833335
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",218.0,20.999548611111113
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",218.5,22.282400173611112
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",219.0,22.512087673611113
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",219.5,23.512578125
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",220.0,22.43054253472222
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",220.5,22.47111545138889
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",221.0,22.697118055555556
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",221.5,23.226944444444445
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",222.0,21.651280381944446
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",222.5,22.751089409722223
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",223.0,21.802243923611112
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",223.5,21.883203125
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",224.0,21.930368923611113
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",224.5,21.568467881944443
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",225.0,20.353407118055557
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",225.5,22.00689236111111
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",226.0,21.767256944444444
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",226.5,22.636983506944443
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",227.0,22.350850694444443
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",227.5,21.039045138888888
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",228.0,20.923589409722222
